AwayTeam,Away_Odds,Away_Spread,Away_Spread_Odds,Book_Odds,Consensus,Date_Time,Game_State,HomeTeam,Home_Odds,Home_Spread,Home_Spread_Odds,Over,Over_Odds,Sb_id,Sport,Under,Under_Odds,__id__,id,gameState,sport
"Brooklyn Nets","-125","-2.5","100","[{""Away_Odds"":-140,""Away_Spread"":-2.5,""Away_Spread_Odds"":-110,""Home_Odds"":120,""Home_Spread"":2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":240.5,""Over_Odds"":-110,""Sportsbook"":""DraftKings"",""SportsbookId"":7,""Under"":240.5,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:50""},{""Away_Odds"":-130,""Away_Spread"":-2,""Away_Spread_Odds"":-110,""Home_Odds"":110,""Home_Spread"":2,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":241,""Over_Odds"":-110,""Sportsbook"":""FanDuel"",""SportsbookId"":8,""Under"":241,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:52""},{""Away_Odds"":-135,""Away_Spread"":-2.5,""Away_Spread_Odds"":-110,""Home_Odds"":115,""Home_Spread"":2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":241,""Over_Odds"":-110,""Sportsbook"":""SugarHousePA"",""SportsbookId"":9,""Under"":241,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:49""},{""Away_Odds"":-135,""Away_Spread"":-2.5,""Away_Spread_Odds"":-110,""Home_Odds"":115,""Home_Spread"":2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":241,""Over_Odds"":-110,""Sportsbook"":""SugarHouseNJ"",""SportsbookId"":10,""Under"":241,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:48""},{""Away_Odds"":-135,""Away_Spread"":-2.5,""Away_Spread_Odds"":-110,""Home_Odds"":110,""Home_Spread"":2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":241,""Over_Odds"":-110,""Sportsbook"":""ParxPA"",""SportsbookId"":12,""Under"":241,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:48""},{""Away_Odds"":-135,""Away_Spread"":-2.5,""Away_Spread_Odds"":-110,""Home_Odds"":115,""Home_Spread"":2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":241,""Over_Odds"":-110,""Sportsbook"":""RiversCasinoPA"",""SportsbookId"":14,""Under"":241,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:48""},{""Away_Odds"":-130,""Away_Spread"":-2,""Away_Spread_Odds"":-110,""Home_Odds"":110,""Home_Spread"":2,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":240,""Over_Odds"":-110,""Sportsbook"":""Caesars"",""SportsbookId"":19,""Under"":240,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:50""},{""Away_Odds"":-135,""Away_Spread"":-2,""Away_Spread_Odds"":-110,""Home_Odds"":110,""Home_Spread"":2,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":240,""Over_Odds"":-110,""Sportsbook"":""WynnBet"",""SportsbookId"":20,""Under"":240,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:49""},{""Away_Odds"":-130,""Away_Spread"":-2,""Away_Spread_Odds"":-105,""Home_Odds"":110,""Home_Spread"":2,""Home_Spread_Odds"":-115,""OddType"":""pregame"",""Over"":240,""Over_Odds"":-110,""Sportsbook"":""PointsBet"",""SportsbookId"":23,""Under"":240,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:50""},{""Away_Odds"":-140,""Away_Spread"":-2.5,""Away_Spread_Odds"":-110,""Home_Odds"":115,""Home_Spread"":2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":240.5,""Over_Odds"":-110,""Sportsbook"":""BetMGM"",""SportsbookId"":24,""Under"":240.5,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:50""},{""Away_Odds"":-135,""Away_Spread"":-2.5,""Away_Spread_Odds"":-110,""Home_Odds"":115,""Home_Spread"":2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":241,""Over_Odds"":-110,""Sportsbook"":""UnibetNJ"",""SportsbookId"":25,""Under"":241,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:48""},{""Away_Odds"":-135,""Away_Spread"":-2.5,""Away_Spread_Odds"":-110,""Home_Odds"":115,""Home_Spread"":2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":241,""Over_Odds"":-110,""Sportsbook"":""Barstool"",""SportsbookId"":31,""Under"":241,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:48""},{""Away_Odds"":-140,""Away_Spread"":-2.5,""Away_Spread_Odds"":-110,""Home_Odds"":115,""Home_Spread"":2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":240.5,""Over_Odds"":-110,""Sportsbook"":""SportsIllustrated"",""SportsbookId"":32,""Under"":240.5,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:47""},{""Away_Odds"":-140,""Away_Spread"":-2.5,""Away_Spread_Odds"":-110,""Home_Odds"":115,""Home_Spread"":2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":240,""Over_Odds"":-110,""Sportsbook"":""Fubo"",""SportsbookId"":33,""Under"":240,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:48""},{""Away_Odds"":-135,""Away_Spread"":-2.5,""Away_Spread_Odds"":-110,""Home_Odds"":115,""Home_Spread"":2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":241,""Over_Odds"":-110,""Sportsbook"":""TwinSpires"",""SportsbookId"":35,""Under"":241,""Under_Odds"":-110,""Updated"":""2022-04-02T16:04:48""}]","true","2022-04-02T19:30:00","Open","Atlanta Hawks","125","2.5","100","241","100","17854","NBA","241","100","ATLBKN422022","ATLBKN422022","",""
"Charlotte Hornets","190","5.5","100","[{""Away_Odds"":180,""Away_Spread"":5.5,""Away_Spread_Odds"":-110,""Home_Odds"":-220,""Home_Spread"":-5.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":235.5,""Over_Odds"":-110,""Sportsbook"":""DraftKings"",""SportsbookId"":7,""Under"":235.5,""Under_Odds"":-110,""Updated"":""2022-04-13T16:04:49""},{""Away_Odds"":190,""Away_Spread"":5.5,""Away_Spread_Odds"":-110,""Home_Odds"":-225,""Home_Spread"":-5.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":235.5,""Over_Odds"":-110,""Sportsbook"":""FanDuel"",""SportsbookId"":8,""Under"":235.5,""Under_Odds"":-110,""Updated"":""2022-04-13T16:04:49""},{""Away_Odds"":170,""Away_Spread"":5.5,""Away_Spread_Odds"":-115,""Home_Odds"":-210,""Home_Spread"":-5.5,""Home_Spread_Odds"":-105,""OddType"":""pregame"",""Over"":235.5,""Over_Odds"":-110,""Sportsbook"":""SugarHousePA"",""SportsbookId"":9,""Under"":235.5,""Under_Odds"":-110,""Updated"":""2022-04-13T16:04:53""},{""Away_Odds"":170,""Away_Spread"":5.5,""Away_Spread_Odds"":-115,""Home_Odds"":-210,""Home_Spread"":-5.5,""Home_Spread_Odds"":-105,""OddType"":""pregame"",""Over"":235.5,""Over_Odds"":-110,""Sportsbook"":""SugarHouseNJ"",""SportsbookId"":10,""Under"":235.5,""Under_Odds"":-110,""Updated"":""2022-04-13T16:04:53""},{""Away_Odds"":170,""Away_Spread"":5.5,""Away_Spread_Odds"":-115,""Home_Odds"":-210,""Home_Spread"":-5.5,""Home_Spread_Odds"":-105,""OddType"":""pregame"",""Over"":235.5,""Over_Odds"":-110,""Sportsbook"":""ParxPA"",""SportsbookId"":12,""Under"":235.5,""Under_Odds"":-110,""Updated"":""2022-04-13T16:04:54""},{""Away_Odds"":170,""Away_Spread"":5.5,""Away_Spread_Odds"":-115,""Home_Odds"":-210,""Home_Spread"":-5.5,""Home_Spread_Odds"":-105,""OddType"":""pregame"",""Over"":235.5,""Over_Odds"":-110,""Sportsbook"":""RiversCasinoPA"",""SportsbookId"":14,""Under"":235.5,""Under_Odds"":-110,""Updated"":""2022-04-13T16:04:54""},{""Away_Odds"":180,""Away_Spread"":5.5,""Away_Spread_Odds"":-110,""Home_Odds"":-220,""Home_Spread"":-5.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":235.5,""Over_Odds"":-110,""Sportsbook"":""Caesars"",""SportsbookId"":19,""Under"":235.5,""Under_Odds"":-110,""Updated"":""2022-04-13T16:04:49""},{""Away_Odds"":170,""Away_Spread"":5,""Away_Spread_Odds"":-110,""Home_Odds"":-210,""Home_Spread"":-5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":236,""Over_Odds"":-110,""Sportsbook"":""WynnBet"",""SportsbookId"":20,""Under"":236,""Under_Odds"":-110,""Updated"":""2022-04-13T16:04:54""},{""Away_Odds"":185,""Away_Spread"":5.5,""Away_Spread_Odds"":-115,""Home_Odds"":-225,""Home_Spread"":-5.5,""Home_Spread_Odds"":-105,""OddType"":""pregame"",""Over"":235.5,""Over_Odds"":-110,""Sportsbook"":""PointsBet"",""SportsbookId"":23,""Under"":235.5,""Under_Odds"":-110,""Updated"":""2022-04-13T16:04:49""},{""Away_Odds"":180,""Away_Spread"":5.5,""Away_Spread_Odds"":-110,""Home_Odds"":-220,""Home_Spread"":-5.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":235.5,""Over_Odds"":-105,""Sportsbook"":""BetMGM"",""SportsbookId"":24,""Under"":235.5,""Under_Odds"":-115,""Updated"":""2022-04-13T16:04:48""},{""Away_Odds"":170,""Away_Spread"":5.5,""Away_Spread_Odds"":-115,""Home_Odds"":-210,""Home_Spread"":-5.5,""Home_Spread_Odds"":-105,""OddType"":""pregame"",""Over"":235.5,""Over_Odds"":-110,""Sportsbook"":""UnibetNJ"",""SportsbookId"":25,""Under"":235.5,""Under_Odds"":-110,""Updated"":""2022-04-13T16:04:54""},{""Away_Odds"":170,""Away_Spread"":5.5,""Away_Spread_Odds"":-115,""Home_Odds"":-210,""Home_Spread"":-5.5,""Home_Spread_Odds"":-105,""OddType"":""pregame"",""Over"":235.5,""Over_Odds"":-110,""Sportsbook"":""Barstool"",""SportsbookId"":31,""Under"":235.5,""Under_Odds"":-110,""Updated"":""2022-04-13T16:04:53""},{""Away_Odds"":190,""Away_Spread"":5.5,""Away_Spread_Odds"":-110,""Home_Odds"":-225,""Home_Spread"":-5.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":235.5,""Over_Odds"":-110,""Sportsbook"":""SportsIllustrated"",""SportsbookId"":32,""Under"":235.5,""Under_Odds"":-110,""Updated"":""2022-04-13T16:04:53""},{""Away_Odds"":180,""Away_Spread"":5.5,""Away_Spread_Odds"":-110,""Home_Odds"":-225,""Home_Spread"":-5.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":235.5,""Over_Odds"":-110,""Sportsbook"":""Fubo"",""SportsbookId"":33,""Under"":235.5,""Under_Odds"":-110,""Updated"":""2022-04-13T16:04:53""},{""Away_Odds"":170,""Away_Spread"":5.5,""Away_Spread_Odds"":-115,""Home_Odds"":-210,""Home_Spread"":-5.5,""Home_Spread_Odds"":-105,""OddType"":""pregame"",""Over"":235.5,""Over_Odds"":-110,""Sportsbook"":""TwinSpires"",""SportsbookId"":35,""Under"":235.5,""Under_Odds"":-110,""Updated"":""2022-04-13T16:04:54""}]","true","2022-04-13T19:00:00","Open","Atlanta Hawks","-190","-5.5","100","235.5","100","18012","NBA","235.5","100","ATLCHA4132022","ATLCHA4132022","",""
"Cleveland Cavaliers","205","6","100","[{""Away_Odds"":200,""Away_Spread"":6,""Away_Spread_Odds"":-105,""Home_Odds"":-250,""Home_Spread"":-6,""Home_Spread_Odds"":-115,""OddType"":""pregame"",""Over"":230,""Over_Odds"":-110,""Sportsbook"":""DraftKings"",""SportsbookId"":7,""Under"":230,""Under_Odds"":-110,""Updated"":""2022-03-31T16:05:00""},{""Away_Odds"":200,""Away_Spread"":5.5,""Away_Spread_Odds"":-105,""Home_Odds"":-240,""Home_Spread"":-5.5,""Home_Spread_Odds"":-115,""OddType"":""pregame"",""Over"":230,""Over_Odds"":-110,""Sportsbook"":""FanDuel"",""SportsbookId"":8,""Under"":230,""Under_Odds"":-110,""Updated"":""2022-03-31T16:05:00""},{""Away_Odds"":190,""Away_Spread"":6,""Away_Spread_Odds"":-110,""Home_Odds"":-230,""Home_Spread"":-6,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":230,""Over_Odds"":-115,""Sportsbook"":""SugarHousePA"",""SportsbookId"":9,""Under"":230,""Under_Odds"":-110,""Updated"":""2022-03-31T16:04:57""},{""Away_Odds"":190,""Away_Spread"":6,""Away_Spread_Odds"":-110,""Home_Odds"":-230,""Home_Spread"":-6,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":230,""Over_Odds"":-115,""Sportsbook"":""SugarHouseNJ"",""SportsbookId"":10,""Under"":230,""Under_Odds"":-110,""Updated"":""2022-03-31T16:04:58""},{""Away_Odds"":185,""Away_Spread"":6,""Away_Spread_Odds"":-110,""Home_Odds"":-230,""Home_Spread"":-6,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":230,""Over_Odds"":-115,""Sportsbook"":""ParxPA"",""SportsbookId"":12,""Under"":230,""Under_Odds"":-110,""Updated"":""2022-03-31T16:04:58""},{""Away_Odds"":190,""Away_Spread"":6,""Away_Spread_Odds"":-110,""Home_Odds"":-230,""Home_Spread"":-6,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":230,""Over_Odds"":-115,""Sportsbook"":""RiversCasinoPA"",""SportsbookId"":14,""Under"":230,""Under_Odds"":-110,""Updated"":""2022-03-31T16:04:58""},{""Away_Odds"":210,""Away_Spread"":6,""Away_Spread_Odds"":-110,""Home_Odds"":-260,""Home_Spread"":-6,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":230,""Over_Odds"":-110,""Sportsbook"":""Caesars"",""SportsbookId"":19,""Under"":230,""Under_Odds"":-110,""Updated"":""2022-03-31T16:05:01""},{""Away_Odds"":200,""Away_Spread"":6,""Away_Spread_Odds"":-110,""Home_Odds"":-250,""Home_Spread"":-6,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":230,""Over_Odds"":-110,""Sportsbook"":""WynnBet"",""SportsbookId"":20,""Under"":230,""Under_Odds"":-110,""Updated"":""2022-03-31T16:04:58""},{""Away_Odds"":200,""Away_Spread"":6,""Away_Spread_Odds"":-110,""Home_Odds"":-250,""Home_Spread"":-6,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":230,""Over_Odds"":-110,""Sportsbook"":""PointsBet"",""SportsbookId"":23,""Under"":230,""Under_Odds"":-110,""Updated"":""2022-03-31T16:05:01""},{""Away_Odds"":200,""Away_Spread"":5.5,""Away_Spread_Odds"":-105,""Home_Odds"":-250,""Home_Spread"":-5.5,""Home_Spread_Odds"":-115,""OddType"":""pregame"",""Over"":229.5,""Over_Odds"":-110,""Sportsbook"":""BetMGM"",""SportsbookId"":24,""Under"":229.5,""Under_Odds"":-110,""Updated"":""2022-03-31T16:05:00""},{""Away_Odds"":190,""Away_Spread"":6,""Away_Spread_Odds"":-110,""Home_Odds"":-230,""Home_Spread"":-6,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":230,""Over_Odds"":-115,""Sportsbook"":""UnibetNJ"",""SportsbookId"":25,""Under"":230,""Under_Odds"":-110,""Updated"":""2022-03-31T16:04:58""},{""Away_Odds"":190,""Away_Spread"":6,""Away_Spread_Odds"":-110,""Home_Odds"":-230,""Home_Spread"":-6,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":230,""Over_Odds"":-115,""Sportsbook"":""Barstool"",""SportsbookId"":31,""Under"":230,""Under_Odds"":-110,""Updated"":""2022-03-31T16:04:58""},{""Away_Odds"":205,""Away_Spread"":5.5,""Away_Spread_Odds"":100,""Home_Odds"":-250,""Home_Spread"":-5.5,""Home_Spread_Odds"":-120,""OddType"":""pregame"",""Over"":229.5,""Over_Odds"":-110,""Sportsbook"":""SportsIllustrated"",""SportsbookId"":32,""Under"":229.5,""Under_Odds"":-110,""Updated"":""2022-03-31T16:04:59""},{""Away_Odds"":195,""Away_Spread"":6,""Away_Spread_Odds"":-110,""Home_Odds"":-240,""Home_Spread"":-6,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":229.5,""Over_Odds"":-115,""Sportsbook"":""Fubo"",""SportsbookId"":33,""Under"":229.5,""Under_Odds"":-105,""Updated"":""2022-03-31T16:05:02""},{""Away_Odds"":190,""Away_Spread"":6,""Away_Spread_Odds"":-110,""Home_Odds"":-230,""Home_Spread"":-6,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":230,""Over_Odds"":-115,""Sportsbook"":""TwinSpires"",""SportsbookId"":35,""Under"":230,""Under_Odds"":-110,""Updated"":""2022-03-31T16:04:58""}]","true","2022-03-31T19:30:00","Open","Atlanta Hawks","-205","-6","100","230","100","18007","NBA","230","100","ATLCLE3312022","ATLCLE3312022","",""
"Golden State Warriors","125","2.5","100","[{""Away_Odds"":120,""Away_Spread"":2.5,""Away_Spread_Odds"":-110,""Home_Odds"":-140,""Home_Spread"":-2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":221.5,""Over_Odds"":-110,""Sportsbook"":""DraftKings"",""SportsbookId"":7,""Under"":221.5,""Under_Odds"":-110,""Updated"":""2022-03-25T16:02:26""},{""Away_Odds"":120,""Away_Spread"":3,""Away_Spread_Odds"":-110,""Home_Odds"":-145,""Home_Spread"":-3,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":221.5,""Over_Odds"":-110,""Sportsbook"":""FanDuel"",""SportsbookId"":8,""Under"":221.5,""Under_Odds"":-110,""Updated"":""2022-03-25T16:02:39""},{""Away_Odds"":115,""Away_Spread"":2.5,""Away_Spread_Odds"":-110,""Home_Odds"":-135,""Home_Spread"":-2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":221,""Over_Odds"":-115,""Sportsbook"":""SugarHousePA"",""SportsbookId"":9,""Under"":221,""Under_Odds"":-110,""Updated"":""2022-03-25T16:04:26""},{""Away_Odds"":115,""Away_Spread"":2.5,""Away_Spread_Odds"":-110,""Home_Odds"":-135,""Home_Spread"":-2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":221,""Over_Odds"":-115,""Sportsbook"":""SugarHouseNJ"",""SportsbookId"":10,""Under"":221,""Under_Odds"":-110,""Updated"":""2022-03-25T16:04:29""},{""Away_Odds"":110,""Away_Spread"":2.5,""Away_Spread_Odds"":-110,""Home_Odds"":-135,""Home_Spread"":-2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":221,""Over_Odds"":-115,""Sportsbook"":""ParxPA"",""SportsbookId"":12,""Under"":221,""Under_Odds"":-110,""Updated"":""2022-03-25T16:04:26""},{""Away_Odds"":115,""Away_Spread"":2.5,""Away_Spread_Odds"":-110,""Home_Odds"":-135,""Home_Spread"":-2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":221,""Over_Odds"":-115,""Sportsbook"":""RiversCasinoPA"",""SportsbookId"":14,""Under"":221,""Under_Odds"":-110,""Updated"":""2022-03-25T16:04:32""},{""Away_Odds"":120,""Away_Spread"":2.5,""Away_Spread_Odds"":-110,""Home_Odds"":-140,""Home_Spread"":-2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":221.5,""Over_Odds"":-110,""Sportsbook"":""Caesars"",""SportsbookId"":19,""Under"":221.5,""Under_Odds"":-110,""Updated"":""2022-03-25T16:02:38""},{""Away_Odds"":115,""Away_Spread"":2.5,""Away_Spread_Odds"":-110,""Home_Odds"":-140,""Home_Spread"":-2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":221.5,""Over_Odds"":-110,""Sportsbook"":""WynnBet"",""SportsbookId"":20,""Under"":221.5,""Under_Odds"":-110,""Updated"":""2022-03-25T16:04:25""},{""Away_Odds"":120,""Away_Spread"":2.5,""Away_Spread_Odds"":-105,""Home_Odds"":-140,""Home_Spread"":-2.5,""Home_Spread_Odds"":-115,""OddType"":""pregame"",""Over"":222,""Over_Odds"":-110,""Sportsbook"":""PointsBet"",""SportsbookId"":23,""Under"":222,""Under_Odds"":-110,""Updated"":""2022-03-25T16:02:23""},{""Away_Odds"":115,""Away_Spread"":2.5,""Away_Spread_Odds"":-110,""Home_Odds"":-140,""Home_Spread"":-2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":221.5,""Over_Odds"":-110,""Sportsbook"":""BetMGM"",""SportsbookId"":24,""Under"":221.5,""Under_Odds"":-110,""Updated"":""2022-03-25T16:02:38""},{""Away_Odds"":115,""Away_Spread"":2.5,""Away_Spread_Odds"":-110,""Home_Odds"":-135,""Home_Spread"":-2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":221,""Over_Odds"":-115,""Sportsbook"":""UnibetNJ"",""SportsbookId"":25,""Under"":221,""Under_Odds"":-110,""Updated"":""2022-03-25T16:04:27""},{""Away_Odds"":115,""Away_Spread"":2.5,""Away_Spread_Odds"":-110,""Home_Odds"":-135,""Home_Spread"":-2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":221,""Over_Odds"":-115,""Sportsbook"":""Barstool"",""SportsbookId"":31,""Under"":221,""Under_Odds"":-110,""Updated"":""2022-03-25T16:04:31""},{""Away_Odds"":115,""Away_Spread"":2.5,""Away_Spread_Odds"":-110,""Home_Odds"":-140,""Home_Spread"":-2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":221.5,""Over_Odds"":-110,""Sportsbook"":""SportsIllustrated"",""SportsbookId"":32,""Under"":221.5,""Under_Odds"":-110,""Updated"":""2022-03-25T16:04:32""},{""Away_Odds"":115,""Away_Spread"":2.5,""Away_Spread_Odds"":-110,""Home_Odds"":-140,""Home_Spread"":-2.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":221.5,""Over_Odds"":-110,""Sportsbook"":""Fubo"",""SportsbookId"":33,""Under"":221.5,""Under_Odds"":-110,""Updated"":""2022-03-25T16:04:12""}]","true","2022-03-25T19:30:00","Closed","Atlanta Hawks","-125","-2.5","100","221.5","100","17793","NBA","221.5","100","ATLGS3252022","ATLGS3252022","",""
"Indiana Pacers","590","12","100","[{""Away_Odds"":550,""Away_Spread"":12,""Away_Spread_Odds"":-110,""Home_Odds"":-800,""Home_Spread"":-12,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":237,""Over_Odds"":-110,""Sportsbook"":""DraftKings"",""SportsbookId"":7,""Under"":237,""Under_Odds"":-110,""Updated"":""2022-03-13T15:37:30""},{""Away_Odds"":560,""Away_Spread"":12,""Away_Spread_Odds"":-105,""Home_Odds"":-800,""Home_Spread"":-12,""Home_Spread_Odds"":-115,""OddType"":""pregame"",""Over"":237,""Over_Odds"":-110,""Sportsbook"":""FanDuel"",""SportsbookId"":8,""Under"":237,""Under_Odds"":-110,""Updated"":""2022-03-13T15:54:39""},{""Away_Odds"":575,""Away_Spread"":12,""Away_Spread_Odds"":-110,""Home_Odds"":-835,""Home_Spread"":-12,""Home_Spread_Odds"":-115,""OddType"":""pregame"",""Over"":237,""Over_Odds"":-110,""Sportsbook"":""SugarHousePA"",""SportsbookId"":9,""Under"":237,""Under_Odds"":-110,""Updated"":""2022-03-13T16:02:58""},{""Away_Odds"":575,""Away_Spread"":12,""Away_Spread_Odds"":-110,""Home_Odds"":-835,""Home_Spread"":-12,""Home_Spread_Odds"":-115,""OddType"":""pregame"",""Over"":237,""Over_Odds"":-110,""Sportsbook"":""SugarHouseNJ"",""SportsbookId"":10,""Under"":237,""Under_Odds"":-110,""Updated"":""2022-03-13T16:02:55""},{""Away_Odds"":550,""Away_Spread"":12,""Away_Spread_Odds"":-110,""Home_Odds"":-835,""Home_Spread"":-12,""Home_Spread_Odds"":-115,""OddType"":""pregame"",""Over"":237,""Over_Odds"":-110,""Sportsbook"":""ParxPA"",""SportsbookId"":12,""Under"":237,""Under_Odds"":-110,""Updated"":""2022-03-13T16:02:54""},{""Away_Odds"":575,""Away_Spread"":12,""Away_Spread_Odds"":-110,""Home_Odds"":-835,""Home_Spread"":-12,""Home_Spread_Odds"":-115,""OddType"":""pregame"",""Over"":237,""Over_Odds"":-110,""Sportsbook"":""RiversCasinoPA"",""SportsbookId"":14,""Under"":237,""Under_Odds"":-110,""Updated"":""2022-03-13T16:03:08""},{""Away_Odds"":550,""Away_Spread"":12,""Away_Spread_Odds"":-110,""Home_Odds"":-800,""Home_Spread"":-12,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":237,""Over_Odds"":-110,""Sportsbook"":""Caesars"",""SportsbookId"":19,""Under"":237,""Under_Odds"":-110,""Updated"":""2022-03-13T15:54:38""},{""Away_Odds"":550,""Away_Spread"":12,""Away_Spread_Odds"":-105,""Home_Odds"":-800,""Home_Spread"":-12,""Home_Spread_Odds"":-115,""OddType"":""pregame"",""Over"":237,""Over_Odds"":-115,""Sportsbook"":""PointsBet"",""SportsbookId"":23,""Under"":237,""Under_Odds"":-105,""Updated"":""2022-03-13T15:54:39""},{""Away_Odds"":550,""Away_Spread"":12.5,""Away_Spread_Odds"":-110,""Home_Odds"":-835,""Home_Spread"":-12.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":236.5,""Over_Odds"":-110,""Sportsbook"":""BetMGM"",""SportsbookId"":24,""Under"":236.5,""Under_Odds"":-110,""Updated"":""2022-03-13T15:54:42""},{""Away_Odds"":575,""Away_Spread"":12,""Away_Spread_Odds"":-110,""Home_Odds"":-835,""Home_Spread"":-12,""Home_Spread_Odds"":-115,""OddType"":""pregame"",""Over"":237,""Over_Odds"":-110,""Sportsbook"":""UnibetNJ"",""SportsbookId"":25,""Under"":237,""Under_Odds"":-110,""Updated"":""2022-03-13T16:02:56""},{""Away_Odds"":575,""Away_Spread"":12,""Away_Spread_Odds"":-110,""Home_Odds"":-835,""Home_Spread"":-12,""Home_Spread_Odds"":-115,""OddType"":""pregame"",""Over"":237,""Over_Odds"":-110,""Sportsbook"":""Barstool"",""SportsbookId"":31,""Under"":237,""Under_Odds"":-110,""Updated"":""2022-03-13T16:02:59""},{""Away_Odds"":600,""Away_Spread"":12.5,""Away_Spread_Odds"":-110,""Home_Odds"":-900,""Home_Spread"":-12.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":237.5,""Over_Odds"":-110,""Sportsbook"":""SportsIllustrated"",""SportsbookId"":32,""Under"":237.5,""Under_Odds"":-110,""Updated"":""2022-03-13T16:02:57""},{""Away_Odds"":540,""Away_Spread"":12.5,""Away_Spread_Odds"":-110,""Home_Odds"":-780,""Home_Spread"":-12.5,""Home_Spread_Odds"":-110,""OddType"":""pregame"",""Over"":237,""Over_Odds"":-110,""Sportsbook"":""Fubo"",""SportsbookId"":33,""Under"":237,""Under_Odds"":-110,""Updated"":""2022-03-13T16:02:58""}]","true","2022-03-13T19:00:00","Closed","Atlanta Hawks","-590","-12","100","237","100","17707","NBA","237","100","ATLIND3132022","ATLIND3132022","",""
